reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReviewText,overall_new
ABJNMQNAYB6QB,B015B28ARG,1,-1,3,"I wish my daughter will play with this. It is too long for my chicco nextfit zip, just not work right.","I wish my daughter will play with this . It is too long for my chicco nextfit zip , just not work right .",3.000000
A32ARGYV0CAFLZ,B0043X65X6,1,-1,3,Wish it came in Gallons only kind of nitro fuel i use,Wish it came in Gallons only kind of nitro fuel i use,3.000000
A2E7SNB28HOISN,B000NSQLXE,-1,1,4,Don't waste your time with the stock battery and charger.,Do not waste your time with the stock battery,4.000000
A2I59311TEUE0G,B00VXMY35W,-1,1,4,"Meh, my kid couldn't care less about it. I really thought he would enjoy this! It's got a lot of ""bells and whistles"". I guess you never know with kids!","Meh , my kid could not care less about it . I really thought he would enjoy this !",4.000000
A2WWBIJEHH502,B00QYHMWNQ,-1,1,4,"A gift for a Guardians ""nut"" this was a good choice.  It is not especially sturdy construction, and the electronics inside the thing may not last, but it does what it is supposed to do and it delighted the recipient. It plays its own song rather more loudly than you would expect, and while the sound quality is not great, it isn't horrible either.  It is cute when it is activated - the gyrations of the baby groot are not extensive (don't expect the arms to move) and I think it gets old pretty quick, but I am probably a little older than the target audience for stuff like this.  We have not figured out how to make is 'silent' so that it can respond to the ambient music.  It may be that it just doesn't have that function, although it  *looks* like there is a small hole for a microphone.","A gift for a Guardians "" nut "" this was a good choice . It is not especially sturdy construction , and it delighted the recipient . It plays its own song rather more loudly than you would expect , and while the sound quality is not great , it is not horrible either . It is cute and I think it gets old pretty quick , but I am probably a little older than the target audience for stuff like this . We have not figured out how to make is ' silent ' so although it   * looks * like there is a small hole for a microphone .",4.000000
A38R7GN8BVB2Q2,B011CBQLN0,-1,1,5,Good variety of prints for boys and girls but mainly girls. Had a few tear up easily but for what you pay for them and their purpose it didn't phase me one bit.,Good variety of prints for boys Had a few tear up easily but for what you pay for them,5.000000
A24Y31NWP4BPEQ,B007KMY75A,1,-1,3,I have a 23 month year old and recently had another child. So my son needed his own big boy room and this was an awesome addition to hang from his ceiling. A simple build for you complete in a half hour or less and without the use of glue. A great addition would be to add the Revell Snap Tite X-Wing placed behind this model to recreate some of the most epic moments in Sci-fi history. Two thumbs up.,and this was an awesome addition to hang from his ceiling . A great addition would be to add the Revell Snap Tite X - Wing placed behind this model to recreate some of the most epic moments in Sci - fi history .,3.000000
A3BNJUKVVCLTI0,B00V695HUC,-1,1,4,not really necessary though - I thought it would be so the 8 year old could keep cars on track but we ended up not using these.,not really necessary though - I thought it would be so the 8 year old could keep cars on track but we ended up not using these .,4.000000
A2CJZAXDHYZD0L,B0012H1FAE,-1,1,5,"Works very well, only 1 problem. All printing is in Japanese. There are picts too help but if you're not careful a mess could be made.","Works very well , only 1 problem . There are picts too help but if you are not careful a mess could be made .",5.000000
A223D9XW56JV5O,B00N3IQ5IC,-1,1,5,These were a treat for the kids at Bday pool party. Two weeks later and they're still just as inflated as when we blew them up. The kids love to play water chicken and using the Sharks as weapons. Haha,These were a treat for the kids at Birthday pool party . and they are still just as inflated as The kids love to play water chicken and using the Sharks as weapons . Haha,5.000000
A1W415JP5WEAJK,B00DRQU7PM,-1,1,5,"I had been looking for some smaller Kitchen Cookware that my granddaughter could use with her dolls. These are perfect and don't take up a lot of extra space. The utensils are to scale except for the peeler - which is a bit large.

Please be sure to note that the pots and pans have a diameter of 3 1/4 inches - clearly indicated in the description. If you are looking for a larger set for your child's kitchen, this is NOT the set to buy. If you, like me, are looking for small, this isn't just great, it is perfect.

While these are well made, the size would caution me to alert that these could pose a choking hazard and to encourage you to avoid purchasing for younger children who might be tempted to put the utensils in their mouth.

I received a free sample of these to examine and test for my review. The opinions expressed are my own.","These are perfect Please be sure to note and pans have a diameter of 3 1/4 inches - clearly indicated in the description . If you , like me , are looking for small , this is not just great , it is perfect . While these are well made , the size would caution me to alert that these could pose a choking hazard and to encourage you to avoid purchasing for younger children I received a free sample of these to examine",5.000000
A21W4O3LWXDZFA,B00LJYVZRS,1,-1,3,A little smaller then I thought it would be but cute.,but cute .,3.000000
AJE45SBFRX5YT,B00FFC13EU,-1,1,4,It was cute for what it was. The headband was a little cheap but the 2 yr old enjoyed her purse with frozen characters and felt very proud on Christmas!! Price was extremely low priced at the time of purchase making it a good Christmas filler gift.,It was cute for what it was . The headband was a little cheap but the 2 yr old enjoyed her purse with frozen characters and felt very proud on Christmas ! ! Price was extremely low priced at the time of purchase making it a good Christmas filler gift .,4.000000
A349G215GHUG9M,B0017H86GA,1,-1,3,The package arrived very quickly! Sat down with my kids to go through them and discovered we had a lot of duplicates! Not 1 or 2 but some of them were 20 plus with the creatures. Not satisfied with that aspect but everything else was very well. Thank you,Not satisfied with but everything else was very well . Thank you,3.000000
A119J10N0ZEFOB,B00KU1343E,1,-1,3,"Decent game but a little too simple for me and my girlfriend. We're not hardcore boardgames by any means, we have a decent size collection but most of the games are entry level as far as difficulty and this one is a little below that. But it definitely looks cool and the compontents are good quality.","Decent game We are not hardcore boardgames by any means , we have a decent size collection but most of the games are entry level as far as difficulty But it definitely looks cool and the compontents are good quality .",3.000000
A1GW0MPQS6TU15,B00C7OLLCI,1,-1,3,Don't expect them to last and you won't be disappointed. But thats why they're so cheap. The kids loved them though.,and you will not be disappointed . why they are so cheap . The kids loved them though .,3.000000
A1Z2WZU64RFCFU,B00T2DFITY,-1,1,5,"First off, let's get the most important part out of the way:  THIS IS THE BASE BLASTER.  NO MAGAZINES/CLIPS, NO DARTS, NO STOCK, NO BARREL, AND NO BATTERIES.  ALL SOLD SEPARATELY.

With that out of the way, the blaster itself is fairly decent.  It's a semi-auto, clip-fed blaster; firing 1 round with each trigger pull.  More or less a Stryfe with more rail attachment points.

It is notably front-heavy, as the battery case is in the gray foregrip, with the motors above that, and having a much longer front-end compared to a Stryfe, making it harder to single-wield if you don't have the arm strength.  Moreso if you kit it out with accessories and a barrel (or two, if using barrels that allow another barrel to be attached).

It is compatible with almost every detachable Nerf stock, Nerf barrel, Nerf rail, and Nerf clip accessory, from the old Raider stock and Longstrike barrel to the Firefly dart magazine or Raider 35-round drum.  However, the only darts it can fire are the new Elite darts (and similar Chinese copies).  Older dart head types will not work in the clip or with the motors (suction darts get stuck in the rubber passthrough inside the gun).

Rapid fire is not recommended; as you do need to allow the motors to reach full rev again after each shot; otherwise, it'll quickly cut down the ranges of additional fired darts.  Fortunately, this doesn't take long.  Initial revv'ing up does take a few seconds though.

There is one notable issue with the blaster itself; scopes are practically useless on this blaster; the top rail is too high and the forward top rail is blocked by the carrying handle in the back.

Why I gave it 5 stars:  Because it's the base blaster, which is all I needed.  I already have plenty of Nerf accessories I can use or reuse with this blaster, many of them as good as, if not better than, the Modulus remakes, and it's cost-competitive (as a Prime member) and more common than old Stryfes (hard to find on local shelves and often about the same price after shipping costs).  Not to mention, it performs better than a basic and unmodded Stryfe despite a few setbacks (mainly weight and scope use).

This definitely isn't the blaster version to buy if you're looking for a brand new blaster as a gift; you would be better served getting the Modulus starter pack and just buy a set of batteries.  Lithium AAs work well if you want a bit more kick than regular AAs.
<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Nerf-N-Strike-Modulus-ECS-10-Blaster/dp/B00U5UE146/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Nerf N-Strike Modulus ECS-10 Blaster</a>","First off , let us get the most important part out of the way : NO MAGAZINES / CLIPS , NO DARTS , NO STOCK , NO BARREL , AND NO BATTERIES . that out of the way , the blaster itself is fairly decent . It is a semi - auto , clip - fed blaster ; firing 1 round with each trigger pull . or less a Stryfe with more rail attachment points . It is notably front - heavy , as the battery case is in the gray foregrip , with the motors above and having a much longer front - end compared to a Stryfe , making it harder to single - wield if you do not have the arm strength . that allow another barrel to be attached ) . It is compatible with almost every detachable Nerf stock , Nerf barrel , Nerf rail , However , the only darts it can fire are the new Elite darts ( Older dart head types will not work in the clip or with the motors ( suction darts get stuck in the rubber passthrough inside the gun ) . Rapid fire is not recommended ; as you do need to allow the motors to reach full rev again after each shot ; otherwise , it will quickly cut down the ranges of additional fired darts . Fortunately , this does not take long . There is one notable issue with the blaster itself ; scopes are practically useless on this blaster ; the top rail is too high and the forward top rail is blocked by the carrying handle in the back . or reuse with this blaster , many of them as good as , if not better than , the Modulus remakes , and it is cost - competitive ( as a Prime member ) and more common than old Stryfes ( hard to find on local shelves Not to mention , it performs better than a basic and unmodded Stryfe despite a few setbacks ( mainly weight This definitely is not the blaster version to buy if you are looking for a brand new blaster as a gift ; you would be better served getting the Modulus starter pack Lithium AAs work well if you want a bit more kick than regular AAs . < a data - hook=""product - link - linked "" class=""a - link - normal "" href=""/Nerf - N - Strike - Modulus - ECS-10 - Blaster / dp / B00U5UE146 / ref = cm_cr_arp_d_rvw_txt?ie = UTF8"">Nerf N - Strike Modulus ECS-10 Blaster</a >",5.000000
A3DQ1TOM26KS8A,B001356Q0O,1,-1,3,"My kids love the Loving Family Dollhouse and we have found every other piece besides this one to be durable enough for their play.  This van is poorly designed when it comes to the doors since they keep popping off.  I finally just took them away leaving an open van.  It is easier for my kids to put the dolls in without the doors, so they don't mind.  My kids do love having the van, and it comes with a bag of groceries, a dog, and the car seats.  They also like that the dashboard plays music.","My kids love the Loving Family Dollhouse and we have found every other piece besides this one to be durable enough for their play . This van is poorly designed It is easier for my kids to put the dolls in without the doors , so they do not mind . My kids do love having the van , They also like that the dashboard plays music .",4.000000
A3KM3402ULMILC,B00K9SIIZW,1,-1,3,It is good for the price...I ordered them as a party favor and put them in goodie bags.  The kids loved them but as they normally do they only last for a short time before they break in the hands of a 6 year old.,It is good for the price ... I ordered them as a party favor and put them in goodie bags . The kids loved them but as they normally do they only last for a short time before they break in the hands of a 6 year old .,3.000000
A365IY1LIF7C3C,B0052VCI5C,-1,1,5,"I've been buying from Amazon for a while. I've NEVER written a bad review, but there's always a first. I got half the parts in a bag that was all jumbled up. Pretty disappointing. Not like this was a million dollars, but I still expect to get what I paid for. Packaging was a joke. You're going to get reviews base on your performance, and well, this was sub par at the very least. They only sent half the parts shown. Very disappointed.","I have been buying from Amazon for a while . I have NEVER written a bad review , Pretty disappointing . Not like this was a million dollars , Packaging was a joke . and well , this was sub par at the very least . Very disappointed .",5.000000
ASDIUF0SHMRLF,B0002DF65Y,-1,1,5,"My son had been asking for a snowplow for over a year.  He loves to watch them every year clear the driveway and roads.  So we did some searching, thinking we would never find a snowplow for him.  Then we found this one.  We ordered it for his birthday, and he loved it!  We took it outside and filled it with salt to try it out.  Unfortunately, the salt doesn't stay in.  It spilled over the porch.  But that didn't stop him!  He's played with it for 6 months, then it finally snowed.  It works great outside too!  My problem is that he pushes too hard on the top, making the plow not work right and fall off.  We ended up zip tied the plow to the front, which really helped!  All in all, we really love this toy.  When our son gets a little older, we will upgrade to the full metal one!","He loves to watch them every year clear the driveway and he loved it ! Unfortunately , the salt does not stay in . that did not stop him ! He is played with it for 6 months , then it finally snowed . It works great outside too ! My problem is that he pushes too hard on the top , making the plow not work right and fall off . which really helped ! All in all , we really love this toy .",5.000000
A3M4KCU6JNEJY0,B00GJB1TKY,1,-1,3,"This pack was to add to party bags.  I bought the first 2 in the store with a coupon because my son really wanted it.  It was more $ than The originals but free shipping and I didn't need to go back to a store.  It was the usual party bag stuff.  I added flutes, chocolate coins, and ring pops too.",This pack was to add to party bags . but free shipping It was the usual party bag stuff .,3.000000
A865CAF11X2UP,B00JFUN77E,-1,1,4,Not very exciting..,Not very exciting ..,4.000000
A2QMMTCEARUSZY,B018S2C28E,1,-1,3,pretty fun,pretty fun,3.000000
A9D7AJLR1WM8K,B001D1A2Y4,-1,1,4,"The mode looks nice.  The back digger arm does not function remotely.  You have to use your hands to operate it.  The front does lift and lower remotely however the scoop doesn't open or close remotely.  It drives pretty well.  I would have preferred a tighter turning radius, but it is okay.  The front lift is not terribly strong, but it is decent enough for a small handful of stones.","The mode looks nice . and lower remotely however the scoop does not open It drives pretty well . but it is okay . The front lift is not terribly strong , but it is decent enough for a small handful of stones .",4.000000
A29XMFC4YLOK8V,B00I8OSDUE,1,-1,3,Very nice toy. Way over priced for what you get.,Very nice toy .,3.000000
AHRNDSKWH1YBT,B009F7OQ54,1,-1,3,"My 6 year old son received this for his birthday and was very excited. He has been raised on the virtual Angry Birds franchise, playing since I can remember. This game was a no brainer.

He opened the package by himself (which was a HUGE help!) and started working on it right away. I noticed he bypassed the instructions and went right in to playing. He set up the blocks, used the slingshot to fie the birds toward the pigs and the structure he built. He must have did this for a good 30 minutes.

When I finally came over and read the directions, we attempted to play the game. I explained it step by step to him but he wasn't having it. He didn't care to compete, it was more fun to just play.

We kept the pieces, ditched the cards for maybe when he is older and for now, he just plays with the parts like he does on the screen.","and was very excited . He has been raised on the virtual Angry Birds franchise , playing since I can remember . This game was a no brainer . which was a HUGE help ! ) and started working on it right away . and went right in to playing . He set up the blocks , used the slingshot to fie the birds toward the pigs He must have did this for a good 30 minutes . and read the directions , we attempted to play the game . He did not care to compete , it was more fun to just play . and for now , he just plays with the parts like he does on the screen .",3.000000
A2TVJ0YDW3QO63,B0160JBC6K,-1,1,4,"This is a case of False advertising with a disclaimer that should be present.  The picture on the cover isn't the kind of geode you can expect to see and the lack of safety glasses makes this a kit that should only be worked on with adult supervision and carefulness.

Still, kids will enjoy cracking rocks open, it just won't knock your socks off like you might expect it to.

****","This is a case of False advertising with a disclaimer The picture on the cover is not the kind of geode you can expect to see and the lack of safety glasses makes this a kit that should only be worked on with adult supervision and carefulness . Still , kids will enjoy cracking rocks open , it just will not knock your socks off like you might expect it to .",4.000000
A2NSUBJUYNP7NF,B00XRDHIBG,1,-1,3,"My daughter is 15 months old and got the Smart Animals stable and the Smart Friends dollhouse (called the Smart Home). Compared to the dollhouse (which she loves and plays with endlessly), she doesn't really understand or enjoy the barn. She likes the individual animals, but with the dollhouse it is very clear when you are placing a doll on a magic point because you are putting them on a peg. With the stable, the magic points are not so obvious (just represented by subtle stickers) so the stable itself doesn't seem too thrilling. She just thinks it doesn't really do anything. Really trying to find something compatible with the Smart Animals that makes it easier for kids to understand the various smart points. Not sure that exists.","and got the Smart Animals stable and the Smart Friends dollhouse ( called the Smart Home ) . which she loves and plays with endlessly ) , she does not really understand or enjoy the barn . or enjoy the barn . She likes the individual animals , but with the dollhouse it is very clear when you are placing a doll on a magic point With the stable , the magic points are not so obvious ( just represented by subtle stickers ) so the stable itself does not seem too thrilling . Really trying to find something compatible with the Smart Animals that makes it easier for kids to understand the various smart points . Not sure",4.000000
A6HV7JCNHRVDB,B00MZ4OPOG,1,-1,3,It looks great - but I am missing part of my order.,It looks great - but I am missing part of my order .,3.000000
AYQK35NDZVBCV,B012CFLN8I,1,-1,3,ok,ok,3.000000
A53YUN9RKMERY,B000CIQ4E6,-1,1,4,"I purchased this on June 10th, and it came in two days. It is now February 8th of the following year, and it finally broke. My 3 year old punished this thing for 8 months before it finally gave way. Worth the money",and it finally broke . My 3 year old punished this thing for 8 months before it finally gave way . Worth the money,4.000000
A2E3SLY7H43FON,B004WNIT3G,-1,1,4,"I bought this for my daughter who is almost 3. She loved to steal our camera and take pictures. So I bought her this one. When looking through the pictures on her camera 95% of them are blurry. So I tried taking some pictures, they also came out either blurry or dark. It is a perfect camera if you kid doesn't care about the pictures after they are taken. If they really want to look through the pictures this camera isn't for them.","She loved to steal our camera When looking through the pictures on her camera 95 % of them are blurry . So I tried taking some pictures , they also came out either blurry or dark . It is a perfect camera if you kid does not care about the pictures after they are taken . If they really want to look through the pictures this camera is not for them .",4.000000
A1ZJT4LBTEHNHR,B000NBM3KG,-1,1,4,These were great for my daughters 12 th birthday theme party. They are a bit flimsy and I would let kids under 4 play with them as they break quite easily.,These were great for my daughters 12 th birthday theme party . They are a bit flimsy and I would let kids under 4 play with them as they break quite easily .,4.000000
A1QG8RY7246GYX,B0029NDZYO,1,-1,1,Sound doesn't work but grandkids still love the puzzle,Sound does not work but grandkids still love the puzzle,1.000000
A3N27L13CWJ9HY,B00JPJOIP0,-1,1,4,"This is definitely for a limited age range, say about 4 years old and up.  Tweens will not likely want to play this except with younger children.  It is easy enough for a family game night with smaller kids.  There is minimal assembly.  The barrel is already together, and all you have to do is hand out the swords and push the pirate down.  It does pop up fast and about 2 feet high, but is soft and unlikely to put out an eye or break anything.","This is definitely for a limited age range , say about 4 years old Tweens will not likely want to play this except with younger children . It is easy enough for a family game night with smaller kids . and all you have to do is hand out the swords It does pop up fast but is soft and unlikely to put out an eye or break anything .",4.000000
A2IVXJSOGQ2MNY,B015YCQ6Z6,1,-1,3,"My granddaughter collects ""coins"" and she has several piggy banks already full. I found this adorable panda piggy bank and knew she would adore it. It is smaller than I expected, but so cute. She's been placing several coins a day in her new bank and laughing out loud as the panda rises to secure her coins. However, it suddenly stopped working after 1 week of use. We changed the batteries, but it is still not coming on. And the bank is not full of coins. My granddaughter has been taking good care of her panda bank, but now the panda has expired. I give it a 3 star because it worked perfect for a week, made my granddaughter laugh, is adorable, arrived in 2 days of order well packaged. However, because it disappointed her when it stopped working after short usage, I would rate it a 1 star.","I found this adorable panda piggy bank and knew she would adore it . but so cute . and laughing out loud as the panda rises to secure her coins . However , it suddenly stopped working after 1 week of use . My granddaughter has been taking good care of her panda bank , but now the panda has expired . because it worked perfect for a week , made my granddaughter laugh , is adorable , arrived in 2 days of order well packaged . because it disappointed her when it stopped working after short usage , I would rate it a 1 star .",3.000000
AI5I6E5UXCTA6,B004478GMY,1,-1,3,Bought this for 8 year old grandson who loves all Lego toys. This one added to his collection and made him a happy boy.,who loves all Lego toys . and made him a happy boy .,3.000000
A3D2FCDQVDP0UD,B01BTIV8AM,-1,1,4,"Good job.
Face is nice result.

It's good for $20 toy.

SHFiguarts BANDAI and MAFFEX medicom figure waiting.
They are super mold.
For feeling I wached photo.

If there is left money, I buy more good work toy.","Good job . Face is nice result . It is good for $ 20 toy . They are super mold . For feeling I wached photo . If there is left money , I buy more good work toy .",4.000000
A14WB4755PB6OU,B002J4U8KW,1,-1,1,"This toy has a good concept. It has a suction cup base and the toy spins and plays music. I bought it for a trip via airplane and it worked well during the flight. But then we loaded into the rental car and this thing played its music every time we hit a bump or turned a corner. It is extremely sensitive and I eventually gave it away because it was driving me nuts. If you can handle the constant music, its a good toy but I got sick of it.","This toy has a good concept . and plays music . and it worked well during the flight . and this thing played its music every time we hit a bump It is extremely sensitive because it was driving me nuts . If you can handle the constant music , its a good toy but I got sick of it .",1.000000
ADRUEPODCPGTX,B01AXAMLGW,1,-1,3,"My three year old grandson loves it, but I can only see through it one eye at a time, he does not mind because he does not know what it is supposed to do.","My three year old grandson loves it ,",3.000000
A2MNLXOCCZJFIZ,B00745SIEE,1,-1,3,"One thing you don't really get told is the difference between brushed with nimh and brushless and lipo is run time.

Brushed 20 min lipo 40 minutes.

Obviosly the charger is a waste... get a ac charger asap.

I've had mine about abyear now. Upgraded stock parts as they broke w rpm aftermarket versions... much more durable.

However the best upgrade is the lcg (low center of gravity chassis ). This is the most rewarding upgrade I've done. Arguabling this is how the truck should hsve been built. No more flips from too hard of turns. And when it does flip, it's like a cat and lands on it's feet","Obviosly the charger is a waste ... get a ac charger as soon as possible . Upgraded stock parts as they broke w rpm aftermarket versions ... much more durable . However the best upgrade is the lcg ( low center of gravity chassis ) . This is the most rewarding upgrade I have done . No more flips from too hard of turns . when it does flip , it is like a cat",3.000000
A4IR5LKIO6V3B,B001CSM07U,-1,1,5,"This was a gift for a child at a daycare that did not receive anything for Christmas so I won't have any info on it, sorry.","This was a gift for a child at a daycare that did not receive anything for Christmas so I will not have any info on it , sorry .",5.000000
A3O6CP5TT54LJE,B009ZTQOTI,1,-1,3,"There are lots of things that are nice about this toy, as others have mentioned, but I just wanted to add three things, 2 good and 1 bad,
The positive things are that, drained of water, it floats nicely, and filled with water, it sinks. So, this opens it up to better imaginative play. And also the yellow handle bit is excellently placed, and makes it more fun for kids to play with.
The negative thing is that the little yellow bit that lifts up at the top (that allows you to put things/characters inside) is not all that big, and, importantly, is not all that easy to open. My 3 and 5 year olds both managed, but it was a bit of a struggle.
Other than that, I am very happy with it!","that are nice about this toy , as others have mentioned , but I just wanted to add three things , 2 good and 1 bad , The positive things are that , drained of water , it floats nicely , So , this opens it up to better imaginative play . And also the yellow handle bit is excellently placed , and makes it more fun for kids to play with . The negative thing is that lifts up at the top ( and , importantly , is not all that easy to open . but it was a bit of a struggle . that , I am very happy with it !",4.000000
A36D76Q2BW1VSY,B00KS6AIOO,-1,1,4,"Loving my creepy little Wendigo, but they seem to have some problem with the antlers on this figure.  The first one I received was uneven and sloppy, glue was all over his head (dried white on a black figure making it look crusty), and it looked like the antlers came off and were re-glued, and not even fully in his head.  Luckily Amazon is great with exchanges, but Funko really needs to tighten up.  I see these as being for collectors, and no one wants to pay for and then display something sloppy.

In any event, this thing manages to be scary and adorable all at once, which makes me very happy to add this to my collection.","Loving my creepy little Wendigo , but they seem to have some problem with the antlers on this figure . The first one I received was uneven and sloppy , glue was all over his head ( dried white on a black figure making it look crusty ) , and it looked like the antlers came off Luckily Amazon is great with exchanges , and no one wants to pay for and then display something sloppy . and then display something sloppy . In any event , this thing manages to be scary and adorable all at once , which makes me very happy to add this to my collection .",4.000000
A1PJSSJSKSVCTM,B0018A6M9E,1,-1,2,"The tail on ours is almost non-existant. & crushed  so this picture is deceiving.
Smaller than I thought.  Doesn't seem that sturdy.
Next time, I think we will  try to make our own.",The tail on ours is almost non - existant . & crushed   so this picture is deceiving . that sturdy .,3.000000
A2ZZ3XBXWETMJ9,B000K0SY8A,1,-1,3,"its a nice trick pen, but it only got 3 stars as no instructions where provided. had to figure it out on our own.","its a nice trick pen , but it only got 3 stars as no instructions",3.000000
A3AIJ0MOGTX4DZ,B0062DZXYC,-1,1,5,"Any machine type deck could benifit from this card, so long as you throw a few cyber dragons in there. I use this with trap stun and dna surgery, you can suck up all of your opponents monsters to beef up your own, then you have a clear path to victory from there, and if not it can help get rid of problematic cards","I use this with trap stun and dna surgery , you can suck up all of your opponents monsters to beef up your own , then you have a clear path to victory from there , and if not it can help get rid of problematic cards",5.000000
AJNW2SVETWAW1,B00TYUFCMI,1,-1,3,"Just to be clear, right from outset  the title of this game says it all!  You definitely need to be a Movie Buff to play this, and you need to be really good at remembering actors, their roles, and specific quotes from the movies.  I love movies, so I figured I would love this game.  But Im not all that great at coming up with names and quotes on my own.

Heres how this game works:  Everyone is dealt 10 cards from a huge pile of cards.  Most of the cards read, Movie, Actor, Role, or Quote.  The player going first can play any one of these four, and then name the movie, actor, role, or quote they're referencing.  The next player then plays off on the actor or film, adding another actor, role, or quote.  This goes on until the players cant think of anything else to add, or until someone plays one of the Strategy Cards, which allow you to switch things up.  For example, if I started with a Movie card and named the film War of the Worlds, and then the second player put down an Actor card and named Tom Cruise, the third player could put down a Reverse Angle strategy card, which would allow him to take the game in another direction.  This player could then play another Movie card and name the film, Mission Impossible, which means the play switches to this new film (also starring Tom Cruise).  The object of the game is to get rid of all the cards in your hand  the first one to do so wins.

Its really not hard at all to get the hang of playing this.  What IS hard is coming up with actors and character names and direct quotes (unless thats your thing).  Had this game included a Director card, I might have had more luck (for some reason I remember directors more than I do actors and their character names).

This can be a fun game  and you can adjust the rules to fit the people playing.  But its a little pricey for a box of cards that contain no information on them at all.  This is not a trivia game, even though thats how its being marketed.  There are no questions and no answers.  Its up to the players to come up with everything (and up to the players to determine whether the names and titles and quotes are correct!).

Bottom line, this is pretty much a game that works or not depending on whos playing.  And you could probably play it on your own, without any cards at all.  Would I pay $25 for this set of cards?  No, I would not.  The box is cute, though!","Just to be clear , right from outset   the title of this game says it all ! You definitely need to be a Movie Buff to play this , and you need to be really good at remembering actors , their roles , I love movies , so I figured I would love this game . that great at coming up with names Here Is how this game works :   Everyone is dealt 10 cards from a huge pile of cards . The player going first can play any one of these four , The next player then plays off on the actor or film , adding another actor , role , or until someone plays one of the Strategy Cards , which allow you to switch things up . and named the film War of the Worlds , which would allow him to take the game in another direction . This player could then play another Movie card and name the film , Mission Impossible , which means the play switches to this new film ( also starring Tom Cruise ) . The object of the game is to get rid of all the cards in your hand   the first one to do so wins . Its really not hard at all to get the hang of playing this . What IS hard is coming up with actors Had this game included a Director card , I might have had more luck ( for some reason I remember directors more than I do actors This can be a fun game and you can adjust the rules to fit the people playing . But its a little pricey for a box of cards that contain no information on them at all . There are no questions and no answers . and quotes are correct ! ) . Bottom line , this is pretty much a game that works who is playing . And you could probably play it on your own , without any cards at all . Would I pay $ 25 for this set of cards ? No , I would not . The box is cute , though !",3.000000
A20CQW6V5YJG5J,B00D9OMWBE,-1,1,4,"Instructions are AWFUL!!! There are really difficult-to-see letters on each piece. You are supposed to match the ""A"" with the ""A"", and so forth. But the pieces are ALSO called by letters, so it's confusing. AND they don't tell you to match letters, just bad black and white pictures which don't make it clear what you're supposed to do. It would have helped a lot if it actually said, ""Match letters on ends of pieces"" , but it didn't say that anywhere. We didn't realize that we were supposed to match the letters until we'd put it together incorrectly and it wouldn't work . So be very aware of this. HOWEVER, the toy is really cute and does return the ball.","Instructions are AWFUL ! ! ! There are really difficult - to - see letters on each piece . But the pieces are ALSO called by letters , so it is confusing . AND they do not tell you to match letters , just bad black which do not make it clear what you are supposed to do . It would have helped a lot if it actually said , "" Match letters on ends of pieces "" , that we were supposed to match the letters until we would put it together incorrectly and it would not work . HOWEVER , the toy is really cute",4.000000
A2P6J7VLUIFH43,B002BTZUBM,-1,1,5,"Bought these as dog toys for my mini schnauzer.  I bought the box because I assumed he would rip them to shreds quick, however, they are lasting a lot longer than expected.","because I assumed he would rip them to shreds quick ,",5.000000
A1CBP5CSBSEBV7,B00CQHZ2LW,1,-1,3,Lots of fantasy play opportunities for frozen fans. Gies well with other pieces.,Lots of fantasy play opportunities for frozen fans . Gies well with other pieces .,3.000000
A27ZH22PHMKT3A,B003RD15MO,1,-1,3,great for my action figures..not dolls.,great for my action figures .. not dolls .,3.000000
A1NO9MED6TQCJI,B000EUKRY0,-1,1,5,After my grandson opened this on Christmas he didn't want to play with other toys.,After my grandson opened this on Christmas he did not want to play with other toys .,5.000000
ALYZJ7W14YS26,B00MGFGC7M,-1,1,4,"While I really enjoyed playing this game, I took one star away because the cards are ridiculously small.  I wish the manufacturer had made them regular playing card size because the cards are tiny.  It makes the game feel somehow small, too, and it is not.  Apart from the size, we had fun playing this game and were surprised at the misconception some of us had about the timeline of certain events and dates associated with them.  The game proceeded quickly.  What we discovered was that if you chose to make it a two player game, you should consider increasing the number of the initial cards dealt to each player otherwise the game could be cut fairly short.  We enjoyed the game and have already purchased an additional version and plan on picking up the rest over time. That is in spite of the silly card size.","While I really enjoyed playing this game , I took one star away because the cards are ridiculously small . I wish the manufacturer had made them regular playing card size Apart from the size , we had fun playing this game and were surprised at the misconception some of us had about the timeline of certain events that if you chose to make it a two player game , you should consider increasing the number of the initial cards dealt to each player otherwise the game could be cut fairly short . We enjoyed the game That is in spite of the silly card size .",4.000000
