reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReviewText,overall_new
AKAAWLXUTIZ8T,B000VWGYUM,1,-1,2,oldie tune,oldie tune,4.000000
A1CHLJQMZN8LHG,B00FYEPZ70,1,-1,1,"Sounds kinda like a theme for ""Shaft.""  The artist's voice is obviously appealing and witty.  I can't tell if he is tenor.  Sounds like one of the soundtracks for ""Shaft.""  The title of this tune also fits ""Shaft"" themes.","Sounds kind of like a theme for "" Shaft . "" The artist 's voice is obviously appealing and witty . Sounds like one of the soundtracks for "" Shaft . """,3.000000
A3923W0OJNGUHN,B00124D44C,1,-1,3,"I like it very much, but the one done by Sugarland really is the best! But still a good group as far as I am concerned.","I like it very much , but the one done by Sugarland really is the best ! But still a good group as far as I am concerned .",3.000000
A3CEE263ZSMO87,B001386VHO,-1,1,5,"If you were alive during that ten-year span of time, you heard this song...8 billion times. And it never got old.",If you were alive during,5.000000
A1B3PHS51MRZME,B000WLH8OI,-1,1,5,Missed them together.,Missed them together .,5.000000
A2JTVQU2BDMYIU,B00FX8FWRU,1,-1,3,"I must say that Unconditionally has never been 1 of my favorites. I just felt I ""needed"" that song. That's why I gave it 3 stars.",that Unconditionally has never been 1 of my favorites .,4.000000
A2C3UYU5I11Z5K,B007YR0M0A,1,-1,3,Glenn was just better with the harmony and precision of the rest of the Eagles.,Glenn was just better with the harmony,4.000000
A32N2D0EVKZ39M,B004386MMU,-1,1,5,"It's so peppy and happy. I actually picture myself right there sitting knee deep on a tropical beach, then the song is over and reality sets in. Darn it!","It is so peppy and happy . I actually picture myself right there sitting knee deep on a tropical beach , then the song is over",5.000000
A348GYLVPWT8AK,B00122V306,-1,1,5,"It was odd that the previews for ""The Crow"" played this song and I fell in love with it but in the movie it is playing shortly in the car and that was it. Just one of those songs that I really like and I can remember what was going on in my life when I first heard it.","It was odd that the previews for "" The Crow "" played this song and I fell in love with it but in the movie it is playing shortly in the car that I really like",5.000000
ANNJ8FZ6KRUTO,B000TEC7BW,-1,1,5,Odd type music but it is unique.,Odd type music,5.000000
A3SI4GQLS3OIGI,B0013JWPPU,1,-1,3,Daughtry is an okay singer. But this song is really good.,Daughtry is an okay singer . But this song is really good .,4.000000
A37VF0LNXK0IA6,B00DY9A8NI,1,-1,3,"This is a decent mp3 set of various works by Tchaikovsky, heavy on works for orchestra. The best parts here are the less frequently heard works, such as the Orchestral Suites 2 & 4, the Piano Trio in A minor, The Seasons, the Danish Festival Overture and others. The version of the Manfred Symphony is really good, and it has been for a long time one of my favorite lesser known Tchaikovsky works. However, on the down side, the more familiar pieces in this set just do not seem to be very good performances. The numbered symphonies all sound bland and lifeless.(BTW-where is the Symphony No. 3, the Polish? You can't put in every symphony, including the Manfred, and leave out one of the earlier ones.) The piano and violin concertos also sound barely decent. The ballets are a strange mixture. You get the complete Nutcracker, (though split up over several tracks in a very frustrating way) seven or eight pieces from Swan Lake, and a single excerpt from Sleeping Beauty. What's up with that? The suite from each one would have sufficed, if that's how they were going to do it. The chamber pieces were decent, though it would have been nice to see the sextet version of Souvenier de Florence instead of the string orchestra version. And the piano pieces were barely noticed.
  Overall, if you are a newbie to Tchaikovsky and aren't too picky on the quality of the performances, you might want to try this out. At 99 cents it's not terrible. But if not, then just cherry pick this set for the Manfred and the Orchestral Suites. Plus the Piano Trio. -------------PEACE","This is a decent mp3 set of various works by Tchaikovsky , heavy on works for orchestra . The best parts here are the less frequently heard works , such as the Orchestral Suites 2 & 4 , the Piano Trio in A minor , The Seasons , the Danish Festival Overture The version of the Manfred Symphony is really good , and it has been for a long time one of my favorite lesser known Tchaikovsky works . However , on the down side , the more familiar pieces in this set just do not seem to be very good performances . The numbered symphonies all sound bland and lifeless.(BY THE WAY - and lifeless.(BY THE WAY - where is the Symphony No . 3 , the Polish ? and leave out one of the earlier ones . ) and violin concertos also sound barely decent . The ballets are a strange mixture . You get the complete Nutcracker , ( though split up over several tracks in a very frustrating way ) seven and a single excerpt from Sleeping Beauty . The suite from each one would have sufficed , if The chamber pieces were decent , though it would have been nice to see the sextet version of Souvenier de Florence instead of the string orchestra version . and are not too picky on the quality of the performances , you might want to try this out . At 99 cents it is not terrible . -------------PEACE",3.000000
A29ACO4QLFEQQY,B00HNEQS3E,1,-1,3,This song is okay. It is fun for the first 50 times you hear it but then you can't stand it anymore. It got beyond played out on the radio. It is good but not amazing. I like the sound of the singer's voice though. Very clear and smooth.,This song is okay . It is fun for the first 50 times you hear it It got beyond played out on the radio . It is good but not amazing . I like the sound of the singer 's voice though . Very clear and smooth .,4.000000
A1SL8DTDPHS4TM,B00AAAKHZ8,-1,1,4,"Florida Georgia line is an up and coming band in country music. This song is proof that they are going to be on fire, but still have room to grow. Can't wait to hear more.","that they are going to be on fire ,",4.000000
A357SWZ1O4MFRS,B001JTWUHW,1,-1,3,"The original version is much better, but this one is all you have to offer.  I love this song, and all the accompaniments.  The doo wop sound was cool then, and she made that perfectly clear in this song.","The original version is much better , I love this song , The doo wop sound was cool then , that perfectly clear in this song .",4.000000
A20JK8DT702CWE,B00124OEBY,-1,1,5,"This is still the lushest of all the Bee Gees' albums, unless you count the late, great CUCUMBER CASTLE.  That alone makes it worth hearing a few hundred times but my, oh my- -those songs.  I don't know what the rift was over the band's direction that temporarily broke them up (a family affair, you see), but whatever it was the Brothers rose above the occasion and created one of the finest records of the glorious, inglorious Sixties.  It was their last of that decade, and everything they'd done previous to it, great as it may have been, was merely prelude.  In England ODESSA was released as a red-velvet two-LP box set; in the States as a red-velvet double LP with a remarkably green disaster-at-sea insert.  You could put the thing on your coffee table (or floor, or kitchen counter) and let it speak for itself, or you could lie back and immerse yourself in its velvety sonic ocean.  Or both, with or without headphones.  Okay, that may be overstating it, but ODESSA contains some of the Brothers' finest compositions, ranging from the story-telling prog-rock of the title track (the cello solo is an ingenious touch) to the lighter-than-air, lovely 'Melody Fair' to the oboe-chugged, acoustic 'Suddenly' (Maurice was always the underappreciated contributor) to the desperately haunted 'Sound Of Love'.  Heck, they even included an international anthem that actually sounds like one, the prescient globalists!!  And two other orchestral instrumentals to boot!  And- -'Lamplight'!! You want goofy instead?  Okay, 'Give Your Best', and 'Never Say Never Again'! There! These guys are awesome!  Now, stop me before I start raving about how incredible CUCUMBER CASTLE is!!","This is still the lushest of all the Bee Gees ' albums , unless you count the late , great CUCUMBER CASTLE . That alone makes it worth hearing a few hundred times I do not know what the rift was over the band 's direction that temporarily broke them up ( a family affair , you see ) , and created one of the finest records of the glorious , inglorious Sixties . and everything they would done previous to it , great as it may have been , was merely prelude . In England ODESSA was released as a red - velvet two - LP box set ; in the States as a red - velvet double LP with a remarkably green disaster - at - sea insert . or you could lie back Okay , but ODESSA contains some of the Brothers ' finest compositions , ranging from the story - telling prog - rock of the title track ( the cello solo is an ingenious touch ) to the lighter - than - air , lovely ' Melody Fair ' to the oboe - chugged , acoustic ' Suddenly ' ( Maurice was always the underappreciated contributor ) to the desperately haunted ' Sound Of Love ' . Heck , they even included an international anthem that actually sounds like one , the prescient globalists ! ! You want goofy instead ? Okay , ' Give Your Best ' , These guys are awesome ! Now , stop me before I start raving about how incredible CUCUMBER CASTLE is ! !",5.000000
A1T17BYSWE5QBE,B00122WLIE,1,-1,3,"This is a good listening song and I listen to it often.  I am a Forrest Gump fan and when watch the movie,  it reminds me of just how  life affects us all.",This is a good listening song I am a Forrest Gump fan,4.000000
A3D32QEWO8JRUL,B000V619R6,1,-1,3,"I like this song. It isn't one of my favorite songs by her, but I have it so I can listen to it sometimes.","I like this song . It is not one of my favorite songs by her ,",3.000000
A1VC6419THHIET,B0055HVX7W,-1,1,4,I've heard only a few songs off this one.  I don't know what to make of it just yet.  I've heard To Late and All My Secrets thus far. Not bad.  Still listening though.,Not bad .,4.000000
AJTH0SPL3SR1S,B00X5MVZ6I,1,-1,3,"My two years old granddaughter love this song, great work music for me too!","My two years old granddaughter love this song , great work music for me too !",4.000000
AORSH1CU6IPHC,B003IS5RY0,1,-1,1,"This is not the original Fallin' In Love we remember from Frank & Hamilton!

Do some research and bring back the recording done in the mid-70s!",This is not the original Fallin ' In Love we remember from Frank & Hamilton !,1.000000
AM4X3TREMZTQZ,B00BGTS0QA,-1,1,4,"Warning - Not for the Kids!

The language in this song is vulgar (lots of f-bombs).  It's definitely not for the kids or people offended by foul language!

The music from Watsky is very good.  The melody, beat and lyrics are all good, but the language is vulgar.  The message, about a couple accepting each other as they are, baggage and all, is great.  In fact, he sings that he prefers a woman with a past because it makes her more interesting and fun to be around.

The sexual connotation of the title, however, just seemed to be pushing artistic license too far without adequate justification. For that, I've deducted a star.

I'm glad I was able to pick this song up for free, because I wouldn't have checked it out, otherwise.  Hum... I wonder what the radio version is like.  Bring it on!","Warning - Not for the Kids ! The language in this song is vulgar ( lots of f - bombs ) . It is definitely not for the kids or people offended by foul language ! The music from Watsky is very good . and lyrics are all good , but the language is vulgar . The message , about a couple accepting each other as they are , baggage and all , is great . that he prefers a woman with a past because it makes her more interesting and fun to be around . however , just seemed to be pushing artistic license too far without adequate justification . I am glad I was able to pick this song up for free , Hum ... I wonder what the radio version is like .",4.000000
AU729IPHFD85E,B00YQKJ8UI,1,-1,3,"Good, but not as great as his New York City album. There are a few dope joints, but if you are looking for the New York City album feel believe me,  this is not that.","Good , but not as great as his New York City album . There are a few dope joints ,",3.000000
A2ETZ7GF5B1712,B00ADYYY50,1,-1,2,"Wiz Khalifa's latest album is nothing more than a huge dissapointment. With NUMEROUS pushbacks in the late 2012 you would think it was to make the product much better. But that didn't seem to be the case here. It's not anything but the lyrics that seems to be the problem here. If you wanna know how much money Wiz has and how much weed he smokes, just listen to this album. He makes more than an obvious point here in about 90% of the songs. I called&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Rolling-Papers-Explicit/dp/B004TP6O8O/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Rolling Papers [Explicit</a>] a dissapointment because of the obvious attempts at mainstream pop status, but still a worthwile listen. His colab with Snoop Dogg on&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Mac-Devin-Go-to-High-School/dp/B005PV1THC/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Mac & Devin Go to High School</a>&nbsp;was a slight step in the right direction. O.N.I.F.C. (Only N**** In First Class/One Night In First Class) is the worst of all. And one would expect this to be good after the mixtape Taylor Allerdice, which was good as well.

Production heren is good. You can tell that Wiz picked the beats that have the nice long vibing sounds, which is heard all over this album. The best songs on here are the ones he colabs with other artists. ""Let It Go"" has Akon singing the chorus around Wiz' braggadocious lyrics. ""The Bluff"" has Cam'ron spitting a good verse. Even 2 Chainz sounds refreshing on ""Its Nothin"". And his Taylor Gang crew members sound better than him on ""The Plan"" and ""Medicated"". The single ""Remember You"" with The Weeknd sounds good, but having Abel lead off the song and sing the chorus and has Wiz rhyme about something totally different makes the song almost a waste. There are a small number of solo songs that Wiz has that he can hold his own, but don't expect much from those.

O.N.I.F.C. had the potential to be a good album. I for one is very dissapointed after all the pushbacks and delays, this is the best we as fans can get. I think I am done with buying Wiz Khalifa's materal, unless its Taylor Gang or any colaboration albums (*hint, hint* ""How Fly 2""). Anything else will be downloaded. Peace","Wiz Khalifa 's latest album is nothing more than a huge dissapointment . With NUMEROUS pushbacks in the late 2012 you would think it was to make the product much better . that seems to be the problem here . If you want to know how much money Wiz has and how much weed he smokes , just listen to this album . His colab with Snoop Dogg on&nbsp;<a data - hook=""product - link - linked "" class=""a - link - normal "" href=""/Mac - Devin - Go - to - High - School / dp / B005PV1THC / ref = cm_cr_arp_d_rvw_txt?ie = UTF8"">Mac & Devin Go to High School</a>&nbsp;was a slight step in the right direction . In First Class / One Night In First Class ) is the worst of all . And one would expect this to be good after the mixtape Taylor Allerdice , which was good as well . Production heren is good . that have the nice long vibing sounds , The best songs on here are the ones he colabs with other artists . "" The Bluff "" has Cam'ron spitting a good verse . Even 2 Chainz sounds refreshing on "" Its Nothin "" . And his Taylor Gang crew members sound better than him on "" The Plan "" The single "" Remember You "" with The Weeknd sounds good , but having Abel lead off the song and has Wiz rhyme about something totally different makes the song almost a waste . There are a small number of solo songs O.N.I.F.C. had the potential to be a good album . I for one is very dissapointed after all the pushbacks and delays , this is the best we as fans can get . Peace",2.000000
A2GFL9KBXJC79L,B00TB5APTG,1,-1,3,"I like the sound, but the lyrics are slightly offensive to women.","I like the sound , but the lyrics are slightly offensive to women .",3.000000
A2X98SCS2M7IS4,B001I8A7II,-1,1,5,Havent heard this in years,Havent heard this in years,5.000000
A1O93S8Y9GOS6N,B00TJ67YUK,-1,1,5,Sad song that has a lot of memories to it.,Sad song,5.000000
AGTSYT9438WC2,B000SZDKT0,1,-1,3,i like the song but I'm still trying to figure out the moral of the song.,i like the song,3.000000
A3EHS1XOZBV599,B0013JWPPU,-1,1,4,I remember seeing Chris Daughtry on American Idol. I wanted him to win so bad and when he didn't I was so disappointed. That was the first and only full season of American Idol that I ever watched so I am partial towards the people from that season. I just love his voice so much.,I remember seeing Chris Daughtry on American Idol . I wanted him to win so bad and when he did not I was so disappointed . when he did not I was so disappointed . and only full season of American Idol I just love his voice so much .,4.000000
A200D8BOPMR35S,B00B2DA9QO,1,-1,3,"As most of you know, who read my reviews of music, I collect music for background sounds while I am working. I like to have instrumental music or white noise going on while I work or study. This album was inexpensive and provided a lot of nice music. Nothing great, but nice. It was worth the money - which was < $2","I like to have instrumental music or white noise going on while I work This album was inexpensive and provided a lot of nice music . Nothing great , but nice . It was worth the money -",3.000000
A2Z5QQ7VT52KH0,B00LPG32ZI,-1,1,5,This song is saweet!  It makes me wanna twerk.,It makes me want to twerk .,5.000000
AFSWTC59OW4O7,B01AB9Q2RE,1,-1,2,"I agree with the previous post. These three mixes should have been available on the cd version. The Offer Nissim remix is by far the best one available from all the versions out there. It is a proper extended dance mix much in the vein of It's a Sin or Can You Forgive Her - the glory days when all mixes appeared either in vinyl or then cd /cassette forms.
A Cloud in a Box is a good b-side track with a techno dub feel a la 80s flavour. Say It To Me Stuart Price version is nearly identical to the album version but has been slowed down so it feels like an acoustic version even though all the instrumentation is there. It is the second-best version of all the remixes.",I agree with the previous post . These three mixes should have been available on the cd version . The Offer Nissim remix is by far the best one available from all the versions out there . It is a proper extended dance mix much in the vein of It is a Sin or Can You Forgive Her - the glory days A Cloud in a Box is a good b - side track with a techno dub feel a la 80s flavour . but has been slowed down so it feels like an acoustic version even though all the instrumentation is there . It is the second - best version of all the remixes .,2.000000
A3QLMOH8UIPL74,B014DIAVS0,1,-1,2,great song,great song,3.000000
A1TMRHDHVE7K97,B001A33CKQ,1,-1,3,ok,ok,4.000000
A1T17BYSWE5QBE,B00136RTJA,1,-1,3,"I like many of Johnny Cash's songs and was please to be able to get this copy.  Since it is for listening purposes only, I find it enjoyable on a regular basic.","I like many of Johnny Cash 's songs and was please to be able to get this copy . Since it is for listening purposes only , I find it enjoyable on a regular basic .",4.000000
A1VQ6M4I3JD0EZ,B00AAQU5MM,1,-1,3,"There are some really solid tracks on this album. In order of dopeness:
-Food
-Soul & Substance
-What You See
-R U Listening?

These songs are hot. Pay $4 to download these, and put the other $5 toward the full Czarface album. Or use them to download DTD, It's What It Is, ENY House, and East MC's from his other albums.

As an album, I think it's MK's weakest. I have no problem w/ the fact that he's pursuing a different sound and doesn't have any Wu features. I think MK can stand on his own two feet, and I like his style. He really shines on those 4 tracks I mentioned.

The problem is that there are only a couple other actual songs, and those didn't do much for me, and once you subtract a couple of skit-type tracks and a few forgettable spoken word tracks, there's really not enough on here to justify calling it an album. Compare to the number of actual songs (i.e., with rap verses) on, say, Wu-Block or, again, Czarface.

I'm saying, if Killa's gonna call this an album and expect my $10 (which he got), he needs to deliver at least 10-15 actual rap songs.","There are some really solid tracks on this album . These songs are hot . Pay $ 4 to download these , As an album , I think it is MK 's weakest . I have no problem w/ the fact and I like his style . The problem is and once you subtract a couple of skit - type tracks and a few forgettable spoken word tracks , there is really not enough on here to justify calling it an album . Compare to the number of actual songs ( i.e. , with rap verses ) on , say , Wu - Block",3.000000
A1XKVGWXZ9KPWY,B00136NH1Y,1,-1,2,"I think I out grew babyface, hes a good singer but the songs just don't hit me like they once did.","I think I out grew babyface , he s a good singer but the songs just do not hit me like they once did .",3.000000
A3DCOGGBKMJ8RN,B004BCM7TA,1,-1,3,good,good,4.000000
AARHFHP17QFNG,B00POIKG2U,1,-1,3,I like to workout to this song because I get tired and need motivation lol,I like to workout to this song because I get tired and need motivation lol,3.000000
A252UVOWRR2KPW,B000VZV9XG,1,-1,3,...I just bought this song to round out my collection of Three Dog Night hits.  I found some of Three Dog Night's hits on Amazon that I had totally forgotten about.  Stuff that brought back memories...,I found some of Three Dog Night 's hits on Amazon that I had totally forgotten about .,3.000000
A33M6VWSV2OTO,B009Y6WN92,-1,1,5,Was missing this song out of collection.,Was missing this song out of collection .,5.000000
A74U90O56RX0S,B001O3SPAE,1,-1,3,A classic.,A classic .,4.000000
A2942D8DAMTQKJ,9434682614,1,-1,3,good mix but 9.0 is much better and seems to flow better and rock harder but not bad and worth the buy,good mix but 9.0 is much better and seems to flow better but not bad and worth the buy,4.000000
A1AQTXP0YVI55E,B006BXTPKQ,-1,1,4,Good song. Would like songs to be cheaper. I Wish all the songs could be sent in 320 kbps quality.,Good song . Would like songs to be cheaper . I Wish all the songs could be sent in 320 kbps quality .,4.000000
A25B4JZVPOFZWT,B00VTHKQUM,1,-1,3,"Thank you Amazon! I love making all of my music purchases with Amazon because I know that I can listen from ANYWHERE I am with Internet access. And a lot of times, it is so much cheaper than Apple. GLAD that I turned to Amazon for all of my music needs!","Thank you Amazon ! I love making all of my music purchases with Amazon And a lot of times , it is so much cheaper than Apple . GLAD that I turned to Amazon for all of my music needs !",4.000000
A2XLJCVDWMQYFM,B000V61FXO,-1,1,4,Looking for a song for the mother/groom dance at my son's upcoming wedding. This one kept coming up as a suggestion at wedding websites. It would be a great choice.,It would be a great choice .,4.000000
A2ZDY0V4Q1SZD7,B00FM8OIOO,1,-1,3,It's fine. Nice tune.,It is fine . Nice tune .,4.000000
A2DFI896HK85PJ,B003FRP7WQ,-1,1,5,"WOW, WTF did I just listen too?!  Warren you're a stud!  This is just what Rock needed.  This record is a shot of OLD SCHOOL KICK IT IN YOUR FACE RATTNROLL!  Thanks Guys, stellar work here!  The many reviews posted here are pretty dead on, UNLESS there are haters (they can all eat a bag of sh!&) they don't know what they're talking about!  Now if we can get Poison, Ratt, Ozzy, and Motley to fill a bill and do a stadium tour called, the ""Hell Froze Over"" Tour...Oh MY God!  Nuff said....now go BUY THIS CD!","WOW , WTF did I just listen too ? ! Thanks Guys , stellar work here ! The many reviews posted here are pretty dead on , UNLESS there are haters ( they can all eat a bag of sh ! & ) Now if we can get Poison , Ratt , Ozzy , and Motley to fill a bill and do a stadium tour called , the "" Hell Froze Over "" Tour ... Oh MY God !",5.000000
A2SI5I1OF6LR1W,B00137KSV0,-1,1,5,un clasico fenomenal,un clasico fenomenal,5.000000
A2LHCHYXYO7IIJ,B00136LCG6,1,-1,3,More of his music to enjoy,More of his music to enjoy,4.000000
A1IIUCG9TJFUWS,B005A31ROK,-1,1,5,"""Yeah, well... there's the ultimate `production record,'"" was my first thought, upon first hearing this. (A ""production record,"" of course, is anything built ENTIRELY behind the board.) ANYBODY could have sung the vox, in other words... ANYBODY could have built the drum-track on any old laptop, ANYBODY could have built the bass line with a phlanger add-in to Reason -- and ANYBODY could have the mixed the whole thing with PT on any old PC in anybody's basement.

The truth is, however, that the track NOT a by-the-numbers piece from RedOne's assembly line - and that's a very cool thing indeed: it is, instead, a self-crafted little gem from a duo straight out of nowhere, Colorado. Yeah, it SOUNDS (initially) like a crunk-core version of any other production record; it has every hallmark of every other major-label McCookie McCutter record-of-the-moment (which will be history the very moment that THIS PARTICULAR SPLIT-SECOND passes the world by) - BUT THIS ONE HAS SOMETHING ELSE: this one has THAT EXACT AND SPECIFIC something else; that special, intoxicating, can't-quite-put-your-finger-on-it THANG that hits just the right mix of jarring yet cool and yet utterly NEW genre-mashing... that THANG which leads to monster hit records -- which, ultimately, turn-out to be so massive that they lead to the direct creation of entirely new sub-genres within modern pop.

It's THAT damn huge.

BLACKOUT is simply ALL KINDS of massive.

Breathe Carolina mix electronica with post-hardcore; they mix autotune with vocorder while screaming vox into the red. In other words, they break EVERY rule. ""Um, yeah... guys, that's not supposed to work."" It DOES, though: it works PERFECTLY. And that's the crux: they mix clean with unclean vocals AND EFFECTS; they mix all of those exact and specific things which AIN'T SUPPOSED TO WORK AT MASS MARKET ON THE BIG CHART AT ALL. They take EVERY musical risk, is what I'm trying to say; they take EVERY wrong turn and almost dare the song to fall apart, and, oh man... is it EVAR cool. I mean, it's just hella HELLA cool... it's just all kinds of goddang awesome. In other words, what they have here is something that every label on Earth is constantly searching for, and yet so rarely find: A sound that is blazingly unique, blindingly frigging original, and ooooohhh-sooooo-insanely-commercial. You can almost SMELL the platinum.

Blackout is a MONSTER. As I write this, the song has yet to chart, anywhere. I heard the track on middle-of-the-night Minnesota radio, and I could hardly imagine the jing this thing will pull, like a magnet, from iTunes. It IS, simply, the record of the year. I can't even count the possible ringtones in this thing; there's gotta be at least a hundred Million worth of ringtone$ in Blackout. It's the edgiest thing to hit the big chart (WHEN it hits, that is) in a good long while... the style is BRAZEN; the record is a textbook on FLAIR. It's just gripping, man... the band rips through its chorii like Bon Jovi on steroids. It's anthemic, and you just can't turn it off. Even after it ends, you find yourself turning-off the radio just to re-listen, in your head, to what you've just heard.

It's the Bay City Rollers doing Linkin Park covers -- as if they were produced by RedOne and mixed by Bob Rock.

Absolutely MASSIVE.

Good God, just MASSIVE.",""" Yeah , well ... there is the ultimate ` production record , ' "" was my first thought , upon first hearing this . The truth is , and that is a very cool thing indeed : it is , instead , a self - crafted little gem from a duo straight out of nowhere , Colorado . that is a very cool thing indeed : it is , instead , a self - crafted little gem from a duo straight out of nowhere , Colorado . Yeah , it SOUNDS ( initially ) like a crunk - core version of any other production record ; it has every hallmark of every other major - label McCookie McCutter record - of - the - moment ( that THIS PARTICULAR SPLIT - SECOND passes the world by ) - that special , intoxicating , cannot - quite - put - your - finger - on - it THANG that hits just the right mix of jarring yet cool and yet utterly NEW genre - mashing ... yet utterly NEW genre - mashing ... which leads to monster hit records -- that they lead to the direct creation of entirely new sub - genres within modern pop . THAT damn huge . Breathe Carolina mix electronica with post - hardcore ; they mix autotune with vocorder while screaming vox into the red . In other words , they break EVERY rule . "" Um , yeah ... guys , that is not supposed to work . "" It DOES , though : it works PERFECTLY . that is the crux : they mix clean with unclean vocals which ARE NOT SUPPOSED TO WORK AT MASS MARKET ON THE BIG CHART AT ALL . They take EVERY musical risk , is what I am trying to say ; they take EVERY wrong turn and almost dare the song to fall apart , oh man ... is it EVAR cool . I mean , it is just hella HELLA cool ... it is just all kinds of goddang awesome . that is blazingly unique , blindingly frigging original , and ooooohhh - sooooo - insanely - commercial . You can almost SMELL the platinum . Blackout is a MONSTER . and I could hardly imagine the jing this thing will pull , like a magnet , from iTunes . I can not even count the possible ringtones in this thing ; there is got to be at least a hundred Million worth of ringtone$ in Blackout . that is ) in a good long while ... the style is BRAZEN ; the record is a textbook on FLAIR . the band rips through its chorii like Bon Jovi on steroids . Good God , just MASSIVE .",5.000000
A20S7D07UQ6Y7J,B0038RU192,-1,1,5,too bad I accidentally bought it twice..wish my phone would alert me to previous purchases like the computer website does....still a good tune though.,too bad I accidentally bought it twice .. wish my phone would alert me to previous purchases like the computer website does .... still a good tune though .,5.000000
A1HFGCJWEHPLY8,B000TECDFM,-1,1,5,I want it back in my music library please,I want it back in my music library please,5.000000
AO1SOMCVOHZFP,B002GKKBH4,-1,1,5,I do not write revews for single mp3's  I do not write revews for I do not write revews for single mp3'ssingle mp3's,I do not write revews for single mp3's  I do not write revews for I do not write revews for single mp3'ssingle mp3's,5.000000
A2CHN4OYWUBKQX,B004SBT12K,-1,1,4,She is a good artist and most of her songs are good like this one. I just don't like when she has other artists sing songs with her. They seem kind of weird and cheesy that way. She isn't a rap or R&B artist so some of the songs are weird with the other artists.,She is a good artist and most of her songs are good like this one . I just do not like They seem kind of weird and cheesy or R&B artist so some of the songs are weird with the other artists .,4.000000
A1QEZDZMUDPQMH,B000V63C7G,-1,1,5,"I could never forget slow dancing to the music of Patsy Cline at a downtown gay bar in the wee hours of the morning. The aroma of booze, coffee and cigarettes blended so well with the sound of her vocals. There will never be another Patsy Cline....",I could never forget slow dancing to the music of Patsy Cline at a downtown gay bar in the wee hours of the morning . and cigarettes blended so well with the sound of her vocals .,5.000000
A1V8NQRGXMOLJJ,B0011W20RW,1,-1,3,OK,OK,4.000000
A1MI46XAY6E12J,B00136J7OA,1,-1,3,Good song,Good song,4.000000
A3I1JWYCQ076FF,B00VIVB6T4,-1,1,5,My husband needed a certain song for a multimedia presentation and looked for two days for the right one.,My husband needed a certain song for a multimedia presentation and looked for two days for the right one .,5.000000
ARJT7QGL9IVDP,B00MB4BHHI,1,-1,2,"It's decent,  but if you need to clear some space on mp3 you could pick this song.","It is decent , but if you need to clear some space on mp3 you could pick this song .",2.000000
AVUODZZZB0O6C,B00136NFOI,1,-1,3,A favorite and always a winner.,A favorite and always a winner .,4.000000
A1W0CL8UCLAR9N,B00GX37L3M,1,-1,3,it's Blake,it's Blake,3.000000
A3RWAOPZTX9X23,B00SI9614O,1,-1,2,"never no what to expect with bjork  ,this is not very listenable for myself, but still give her credit she's stood the test of time","never no what to expect with bjork   , this is not very listenable for myself , but still give her credit she is stood the test of time",2.000000
A1IIMDCC0HQK3V,B001DDSGA4,1,-1,3,"I love the music of Tonex, this is just not one of my favorites.  Neverthe less, check it out it is still a blessing.","I love the music of Tonex , this is just not one of my favorites . Neverthe less , check it out it is still a blessing .",3.000000
A348GYLVPWT8AK,B00137ZHRA,-1,1,5,"As a person, Mindy Mccready is a mess but her song is awesome but I choose to love the music not the singers.","As a person , Mindy Mccready is a mess but her song is awesome but I choose to love the music not the singers .",5.000000
A2KW2KWKABNYNO,B0011Z0YN6,-1,1,4,"When I first heard this song on the radio, I was like, 'Wow, that's a change of pace.' And it was, after the usual modern rock chart-toppers they marched out one-by-one, this song is a refreshing change until... Radio drags it through the mud that is their airwaves 10 times a day. It was after a little while of that that I got more of a critical eye with the song as I came up with reasons to hate the song that was so overplayed by radio jocks. So first off, while the verses are good, the chorus, especially the last couple rounds of it in the last minute or so in the song, turns away from that, and falls flat, making it a flat love song at the end.

So overall, great verses, bad chorus. Maybe not the best of songs to win your lovers hand. But in any case, it's a good shake-up from the usual Nickelback.","When I first heard this song on the radio , I was like , ' Wow , And it was , after the usual modern rock chart - toppers they marched out one - by - one , this song is a refreshing change until ... Radio drags it through the mud that that I got more of a critical eye with the song as I came up with reasons to hate the song that I got more of a critical eye with the song as I came up with reasons to hate the song So first off , while the verses are good , the chorus , especially the last couple rounds of it in the last minute and falls flat , making it a flat love song at the end . So overall , great verses , bad chorus . Maybe not the best of songs to win your lovers hand . But in any case , it is a good shake - up from the usual Nickelback .",4.000000
A398PZA3LJLAD0,B00137ZQ0I,1,-1,3,"She's got a nice voice. Like song, but overplayed.

Amazon should make their review word count smaller. This really bites.","She is got a nice voice . Like song , Amazon should make their review word count smaller .",4.000000
