reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReviewText,overall_new
A3OC93X866Z8TB,B00L1I1VMG,-1,1,4,"I noticed a difference the next day, after I used these.  I used it on one side of my mouth, on my lower back teeth which is the most sensitive spot in my mouth.  The next day, I put cold water in there and swished it around.  It was still sensitive, but I didn't have the screaming sensitivity that I usually have.  I think with continued use, this can dramatically minimize the sensitivity.

The strips are kind of hard to get off the sheet.  I wasn't sure if I was doing it right, and there weren't any instructions.  You have a big sheet of plastic with a little piece of the sensitivity strip in the middle.  You have to peel that part off, but it doesn't come off easily.  It is a little tricky to do.  I didn't notice a taste.  You aren't supposed to eat or drink for 30 minutes after you use them and you only leave them on for 10 minutes.

I am going to try these a week before my next dental cleaning, in January.  If I notice a difference, I will come back and change my review to 5 stars, and you will all be hearing about it!  For now, I recommend giving these a try.","I used it on one side of my mouth , on my lower back teeth which is the most sensitive spot in my mouth . The next day , I put cold water in there It was still sensitive , but I did not have the screaming sensitivity The strips are kind of hard to get off the sheet . I was not sure if I was doing it right , but it does not come off easily . It is a little tricky to do . and you only leave them on for 10 minutes . For now , I recommend giving these a try .",4.000000
A3E3GD3TABXKU1,B0017TZD7S,1,-1,2,"Maybe I don't get the point with this. Okay, they use sex to sell it; I get that. It's supposed to create a situation in which women - I'm assuming really dumb ones - are made out of control in your presence after using it. Right. And Yaks fly.

But is there anything truly unique about it?

Well, it does have sandpaper sides, one of which would remove the face off a statue and other that buffs your flesh to a tender red. But other than that it's just sort of a sponge. The `directions' say it gets all those special places (if we all have them are they really so special?) but I think a washrag does a better job.

So why am I even thinking about this thing this much? I'm done and I'm outta here - to find my washcloth.","Okay , they use sex to sell it ; I get It is supposed to create a situation in which women - I am assuming really dumb ones - are made out of control in your presence after using it . Right . But is there anything truly unique about it ? Well , it does have sandpaper sides , one of that buffs your flesh to a tender red . The ` directions ' say it gets all those special places ( if we all have them are they really so special ? ) but I think a washrag does a better job .",3.000000
A3M6TSEV71537G,B00L1I1VMG,-1,1,4,"Easy to apply with minimal prep involved (you basically affix a strip to the tooth in need of soothing and let it sit for 10 minutes) these strips are good for medium grade and below tooth sensitivity issues. As far as results go your mileage will vary but I do have one tooth in particular with mild, persistent issues whenever it comes into contact with ice. The strip does tone done the sensation by approximately 50% in my estimation so not necessarily an insta-cure but good enough to be noticeable.

Couple of things to keep in mind - each strip is very small and will cover 1 or 2 teeth each. The strips also do not 'stick' very well to the tooth so you'll need to be patient during the 10 minutes of application and try not to talk or move your mouth around. Also, I really like the convenience of having each strip individually packed making it easy to keep one in your bag/wallet while you're out and about should you ever need one.","Easy to apply with minimal prep involved ( you basically affix a strip to the tooth in need of soothing and let it sit for 10 minutes ) these strips are good for medium grade and below tooth sensitivity issues . but I do have one tooth in particular with mild , persistent issues whenever it comes into contact with ice . The strip does tone done the sensation by approximately 50 % in my estimation so not necessarily an insta - cure but good enough to be noticeable . The strips also do not ' stick ' very well to the tooth so you will need to be patient during the 10 minutes of application Also , I really like the convenience of having each strip individually packed making it easy to keep one in your bag / wallet while you are out",4.000000
A2OCDK0BOW6UCY,B0010ZBORW,1,-1,3,"this is a cute shower cap. It comes in a little plastic envelope with a snap making it easy to tuck in a suitcase. The teal pattern is pleasant. The cap itself is unlined and made of rather crinkly plastic. The elastic is covered with white plastic. I've been growing out my hair and it is now past my shoulders. I was pleased that this cap was able to accommodate it all. The plastic is waterproof. the cap should fit most head sizes.

I use shower caps when airbrushing makeup and when actually painting the interior of my house as well as for showers and deep conditioning. This one certainly performs as well as any. the pattern is pretty but it is not especially comfortable or well made. especially considering the price point.  It does the job it was designed to do but the quality is on a par with the dollars store or discount beauty supplier.",this is a cute shower cap . It comes in a little plastic envelope with a snap making it easy to tuck in a suitcase . The teal pattern is pleasant . I have been growing out my hair I was pleased the cap should fit most head sizes . and when actually painting the interior of my house as well as for showers when actually painting the interior of my house as well as for showers This one certainly performs as well as any . the pattern is pretty but it is not especially comfortable or well made . or discount beauty supplier .,4.000000
A2MOJFGIAPOQQ3,B0012Y0ZG2,-1,1,5,"I've had scalp issues my entire life and this is the only brand that not only didn't cause problems but cleared up problems I've had since I was a kid. I can remember my grandpa playing with my hair when I was eight and then going ""Good grief, her scalp is one giant scab!"" but since I've started using Nature's Gate I barely even have dandruff, much less scabs. I cannot express enough how much I love this brand. I may joke about the vegan shampoo thing, but everyone who knows me knows how much I adore this company and their products. The fact that the range of products also happens to smell delectable is just a bonus for me. When I moved somewhere where it wasn't easily found in stores I did try some other paraben and sulfate free shampoos and that was SUCH a disaster. I was just lucky it didn't give me horrible sores (which has happened in the past when trying different shampoos). So I got online and got my shampoo.","I have had scalp issues my entire life because problems but cleared up problems I have had since I was a kid . I can remember my grandpa playing with my hair and then going "" Good grief , her scalp is one giant scab ! "" I can not express enough how much I love this brand . I may joke about the vegan shampoo thing , who knows me knows how much I adore this company that the range of products also happens to smell delectable is just a bonus for me . When I moved somewhere where it was not easily found in stores I did try some other paraben where it was not easily found in stores I did try some other paraben and sulfate free shampoos and that was SUCH a disaster . that was SUCH a disaster . I was just lucky it did not give me horrible sores (",5.000000
A2MOJFGIAPOQQ3,B00006L9LC,-1,1,5,"I've had scalp issues my entire life and this is the only brand that not only didn't cause problems but cleared up problems I've had since I was a kid. I can remember my grandpa playing with my hair when I was eight and then going ""Good grief, her scalp is one giant scab!"" but since I've started using Nature's Gate I barely even have dandruff, much less scabs. I cannot express enough how much I love this brand. I may joke about the vegan shampoo thing, but everyone who knows me knows how much I adore this company and their products. The fact that the range of products also happens to smell delectable is just a bonus for me. When I moved somewhere where it wasn't easily found in stores I did try some other paraben and sulfate free shampoos and that was SUCH a disaster. I was just lucky it didn't give me horrible sores (which has happened in the past when trying different shampoos). So I got online and got my shampoo.","I have had scalp issues my entire life because problems but cleared up problems I have had since I was a kid . I can remember my grandpa playing with my hair and then going "" Good grief , her scalp is one giant scab ! "" I can not express enough how much I love this brand . I may joke about the vegan shampoo thing , who knows me knows how much I adore this company that the range of products also happens to smell delectable is just a bonus for me . When I moved somewhere where it was not easily found in stores I did try some other paraben where it was not easily found in stores I did try some other paraben and sulfate free shampoos and that was SUCH a disaster . that was SUCH a disaster . I was just lucky it did not give me horrible sores (",5.000000
A1F8L7H54H5WFZ,B00006L9LC,-1,1,5,"My ""go to"" shampoo for my blonde foiled hair. The only other product I'll use aside from Pureology.  Warning to new users, don't leave in too long or it will blue your hair and wait one week before using on newly highlighted hair.","Warning to new users , do not leave in too long",5.000000
A1YVFD3TLX6E22,B0012Y0ZG2,-1,1,4,"I've used a chemical shampoo for too long and my hair started breaking off! So with a lot of research I bought this! It has made my hair (which is thin with oily roots and dry ends) way stronger and shinny without being oily! It's really fantastic. I took a star away for 2 reasons, one is because the price is a bit outrages, and two is because if I use it every day my hair starts to get buildup so I have to find a clean shampoo that washes away the build up to use twice a week..","and my hair started breaking off ! and dry ends ) way stronger It is really fantastic . because the price is a bit outrages , so I have to find a clean shampoo",4.000000
APQ1FY4E25XEP,B001OHV1H4,-1,1,5,"This pressed powder goes on like silk, so light weight but covers well. I don't like to use a heavy powder that shows all the wrinkles, this one is just right!","This pressed powder goes on like silk , so light weight but covers well . I do not like to use a heavy powder that shows all the wrinkles , this one is just right !",5.000000
A2MOJFGIAPOQQ3,B001OHV1H4,-1,1,5,"I've had scalp issues my entire life and this is the only brand that not only didn't cause problems but cleared up problems I've had since I was a kid. I can remember my grandpa playing with my hair when I was eight and then going ""Good grief, her scalp is one giant scab!"" but since I've started using Nature's Gate I barely even have dandruff, much less scabs. I cannot express enough how much I love this brand. I may joke about the vegan shampoo thing, but everyone who knows me knows how much I adore this company and their products. The fact that the range of products also happens to smell delectable is just a bonus for me. When I moved somewhere where it wasn't easily found in stores I did try some other paraben and sulfate free shampoos and that was SUCH a disaster. I was just lucky it didn't give me horrible sores (which has happened in the past when trying different shampoos). So I got online and got my shampoo.","I have had scalp issues my entire life because problems but cleared up problems I have had since I was a kid . I can remember my grandpa playing with my hair and then going "" Good grief , her scalp is one giant scab ! "" I can not express enough how much I love this brand . I may joke about the vegan shampoo thing , who knows me knows how much I adore this company that the range of products also happens to smell delectable is just a bonus for me . When I moved somewhere where it was not easily found in stores I did try some other paraben where it was not easily found in stores I did try some other paraben and sulfate free shampoos and that was SUCH a disaster . that was SUCH a disaster . I was just lucky it did not give me horrible sores (",5.000000
A37TA115S10WZU,B0012Y0ZG2,-1,1,5,"I like the fact that I don't have a reaction since this is all organc , no chemicals, no pesticides, or preservatives and not tested on animals. The only downside is the travel pack is too small for a two week vacation, they are one ounce bottles enough for a weekend. I had to pack other 3 ounce bottles of shampoo, conditioner, and body wash. If if burts bees made this in a 3.4 oz travel (TSA regulations) then it would be great.
I can testify that burts bees is good for you and the enviroment.","I like the fact that I do not have a reaction since this is all organc , no chemicals , no pesticides , The only downside is the travel pack is too small for a two week vacation , they are one ounce bottles enough for a weekend . If if burts bees made this in a 3.4 oz travel ( TSA regulations ) then it would be great . that burts bees is good for you",5.000000
A1R1BFJCMWX0Y3,B00W259T7G,1,-1,3,"The soap itself is fine, the scent itself reminds me of old ladies. No offense but I just don't like it at all. This is definitely larger than most finer soaps and the scent doesn't linger too long but it doesn't go away that quickly either. I would give this soap 4 stars if it weren't for the horrible scent.","The soap itself is fine , the scent itself reminds me of old ladies . No offense but I just do not like it at all . This is definitely larger than most finer soaps I would give this soap 4 stars if it were not for the horrible scent .",4.000000
AKJHHD5VEH7VG,B007V6JNE0,1,-1,3,"I'm giving this three stars because it does work but the results do not justify the price.

I've been using this for over two months. Before I started I couldn't even get my lashes on a curler. They were that short. Within two and a half weeks I could see a difference. Within a month I could get my lashes on a curler.

I've used this as directed.  I did see improvement but I think there is a natural plateau to the lenght and amount of eyelashes that one's DNA will allow. I've hit mine.  Overall a good product but I can't see spending the money on it again (I got mine for 60% off and still can't justify it).",I am giving this three stars because it does work I did see improvement but I think there is a natural plateau to the lenght that one 's DNA will allow . Overall a good product,3.000000
A1LHAXBM5GBJS2,B000PKKAGO,1,-1,3,"Aside from a couple years in college I haven't used an electric razor until I got this one.  After using the razor for three weeks to get used to it, it is still a bit of a let down.  It does very well cutting the hair along the cheeks but doesn't to very well along the chin and neck and found myself going over these areas over and over again to get the desired shave even breaking out my conventional razor occationaly to get a few pesky hairs that just wouldn't cut.

There are plenty of pros about this razor.  The trimmer does a decent job evening out the sideburns.  The razor tells you how much time the battery has left so you should never run out of juice in the middle of shave and it is easy to charge either on the stand or in the carring case the razor comes with.  The razor is really easy to clean.  And there is little to no irritation after the shave aside from a couple minutes of numbness right after the shave, but it's nothing a splash of water won't cure.

But if you want a close shave, a conventional razor is better but when I don't have time to break out the shaving cream, this razor will definately be suffciant.","It does very well cutting the hair along the cheeks but does not to very well along the chin and over again to get the desired shave even breaking out my conventional razor occationaly to get a few pesky hairs that just would not cut . There are plenty of pros about this razor . The trimmer does a decent job evening out the sideburns . and it is easy to charge either on the stand or in the carring case the razor comes with . The razor is really easy to clean . And there is little to no irritation after the shave aside from a couple minutes of numbness right after the shave , but it is nothing a splash of water will not cure . But if you want a close shave , a conventional razor is better but when I do not have time to break out the shaving cream , this razor will definately be suffciant . when I do not have time to break out the shaving cream , this razor will definately be suffciant .",3.000000
A3T2BPXBDMLJPE,B0009RF9DW,1,-1,3,Good light scent. Have received complements from people that I smell nice after using it. 3 stars because bottle is kind of small for a shower gel (size compariso photo attached) and it doesnt really help me wake up in the morning like other products.,Good light scent . Have received complements from people that I smell nice after using it . because bottle is kind of small for a shower gel ( size compariso photo attached ) and it does not really help me wake up in the morning like other products .,4.000000
A2GJX2KCUSR0EI,B0012XPRO8,-1,1,4,"As a shaving cream, this performs well.  It's moisturizing and it washes off without leaving residue.  It works even with razors that are kind of dull (which is good, because I forget to change my razor out as often as I should) -- I didn't cut myself at all.

Because this isn't a foaming product, you do have to use more than you would with some competing products.  I found it non-irritating, too.  (You can see the full ingredients list if you scroll down the main product page.)

This does have a strong smell.  I kind of like it, but I have heard from plenty of people who detest the scent.  It's an artificial blueberry sort of scent.  So if you have reactions to strong fragrances, you may want to stay away.","As a shaving cream , this performs well . It works even with razors that are kind of dull ( which is good , because I forget to change my razor out as often as I should ) -- I did not cut myself at all . I found it non - irritating , too . This does have a strong smell . I kind of like it , who detest the scent . So if you have reactions to strong fragrances , you may want to stay away .",4.000000
A4WYCR7FYUSPS,B000FI4S1E,-1,1,5,Dove no longer manufactures this body wash so I was relieved to find it on Amazon. The price is ridiculous but since I could not find it anywhere else I bought it. This is the only body wash I can use that doesn't dry my skin and make me itchy. If you pair this with Dove's Cream Oil lotion you're good to go.,The price is ridiculous and make me itchy .,5.000000
A3S3R88HA0HZG3,B00L1I1VMG,-1,1,4,These strips work to numb pain or cold sensitivity on teeth where the gum exposes a tiny bit of the dentin at the base of the tooth. Sometimes acidic foods can irritate this area and cause sensitivity. These strips are very easy to use. You just press one of the straps against the tooth and gum that is hurting and leave it in place for 10 minutes. I was really surprised that this actually worked and continued to work for several days. I am on the seventh day now and my tooth feels just slightly sensitive again. I do eat a lot of acidic foods and drink kombucha which is kind of sour so that may contribute to the strips not lasting as long. But I still think they offer a definite benefit and start to work quickly. It Is a product that I will keep on hand from now on.,These strips work to numb pain or cold sensitivity on teeth where the gum exposes a tiny bit of the dentin at the base of the tooth . Sometimes acidic foods can irritate this area These strips are very easy to use . that is hurting and leave it in place for 10 minutes . I was really surprised that this actually worked and continued to work for several days . and my tooth feels just slightly sensitive again . which is kind of sour so But I still think they offer a definite benefit and start to work quickly . that I will keep on hand from now on .,4.000000
A2D48QTM7CXR0D,B0009RF9DW,-1,1,5,"I have sensitive skin and I have to be careful what I use on my skin.  Many products make my skin itch and sometimes I'll get a red rash or blotches (sounds lovely, huh?!)  This shower gel is very gentle, does the job and doesn't make my skin itch nor cause a rash.  The only thing I woud suggest is that they leave out the fragrance or have a fragrance free option.  Although the send is not too strong and is a nice scent.","I have sensitive skin and I have to be careful what I use on my skin . Many products make my skin itch and sometimes I will get a red rash or blotches ( sounds lovely , huh ? ! ) This shower gel is very gentle , does the job and does not make my skin itch nor because a rash . because a rash . that they leave out the fragrance or have a fragrance free option . Although the send is not too strong and is a nice scent .",5.000000
A1F8L7H54H5WFZ,B0012Y0ZG2,-1,1,5,"My ""go to"" shampoo for my blonde foiled hair. The only other product I'll use aside from Pureology.  Warning to new users, don't leave in too long or it will blue your hair and wait one week before using on newly highlighted hair.","Warning to new users , do not leave in too long",5.000000
A2LW5AL0KQ9P1M,B00EF1QRMU,1,-1,2,"Both times that I experimented with the product, I found the results unsatisfactory. It made my hair a bit smoother, but I couldn't achieve any real volume with it. The best I can say, is that it has a pleasant scent. (But those with fragrance sensitivities/allergies may find themselves bothered by it).

And, I must agree with several reviewers who sagely noted that the components of the product are less-than-healthy. The first two times I tried the whip, I quickly washed my hands afterward. Of course, logically, it was still in my hair ... and near/on my scalp. Ultimately, this made me way too nervous to continue to use it, so I tossed it.

There are number of better, more effective, less expensive products on the market. Although a little pricey,&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Alterna-Bamboo-Volume-48-Hour-Sustainable-Volume-Spray-4-2-oz/dp/B00CCYOHPQ/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Alterna Bamboo Volume 48 Hour Sustainable Volume Spray-4.2 oz.</a>&nbsp;is amazing!!! And completely natural! Give that one a try.","that I experimented with the product , I found the results unsatisfactory . It made my hair a bit smoother , The best I can say , is that it has a pleasant scent . But those with fragrance sensitivities / allergies may find themselves bothered by it ) . And , I must agree with several reviewers who sagely noted that the components of the product are less - than - healthy . Ultimately , this made me way too nervous to continue to use it , so I tossed it . There are number of better , more effective , less expensive products on the market . Although a little pricey,&nbsp;<a data - hook=""product - link - linked "" class=""a - link - normal "" href=""/Alterna - Bamboo - Volume-48 - Hour - Sustainable - Volume - Spray-4 - 2 - oz / dp / B00CCYOHPQ / ref = cm_cr_arp_d_rvw_txt?ie = UTF8"">Alterna Bamboo Volume 48 Hour Sustainable Volume Spray-4.2 oz.</a>&nbsp;is amazing ! ! ! And completely natural !",3.000000
A10JB7YPWZGRF4,B0012Y0ZG2,-1,1,5,"I continually get compliments on how wonderful I smell whenever I have used this product- especially when using it with the body lotion. I bought this product at Bath and Body during one of their annual sales a year ago and now they no longer carry it. However, other dealers have it online for $ 45 and the lotion for $45  up to 95? I don't know why Bath & Body stopped selling it.",I continually get compliments on how wonderful I smell whenever I have used this product- especially and now they no longer carry it . why Bath & Body stopped selling it .,5.000000
A3T2BPXBDMLJPE,B0012Y0ZG2,1,-1,3,Good light scent. Have received complements from people that I smell nice after using it. 3 stars because bottle is kind of small for a shower gel (size compariso photo attached) and it doesnt really help me wake up in the morning like other products.,Good light scent . Have received complements from people that I smell nice after using it . because bottle is kind of small for a shower gel ( size compariso photo attached ) and it does not really help me wake up in the morning like other products .,4.000000
A2LW5AL0KQ9P1M,B00L1I1VMG,1,-1,3,"This product is considerably more expensive than a simple tube of Sensodyne and provides the similar protection. For me, it was not worth the effort, annoyance, concerns, or price. Moreover, I am left truly uncomfortable by the numerous notes of caution on the product. I think I'll simply remain faithful to my Sensodyne (which my dentist wholeheartedly endorses).

Additionally, the box does caution the user that this product has been known to NOT last the full month ... something to consider as you weigh Sensodyne against this box (of six strips). Best to use Sensodyne consistently than to end up in screaming pain because your Sensi-Strips just wore-off? Food for thought.","This product is considerably more expensive than a simple tube of Sensodyne and provides the similar protection . For me , it was not worth the effort , annoyance , concerns , Moreover , I am left truly uncomfortable by the numerous notes of caution on the product . I think I will simply remain faithful to my Sensodyne ( which my dentist wholeheartedly endorses ) . Best to use Sensodyne consistently than to end up in screaming pain",4.000000
A1NXF07STAXNN3,B0012Y0ZG2,-1,1,5,soapy,soapy,5.000000
A33PVCHCQ2BTN0,B019FWRG3C,1,-1,3,"I buy a lot of lavender to use in everything from sachets to lemonade. I had high hopes for this bag of lavender from Pre de Provence, but I have to admit that I was a little disappointed. Lavender should have a fresh scent and a nice purple color. The range of purple can vary between varieties, but should never be dull and gray.  I took a photo of this lavender next to a tin of lavender I bought a few months ago from Fairview Lavender Farm in Kentucky, and you can see a huge difference. The scent is also fresher in the tin than in the bag from Pre de Provence. I have ordered bulk dried lavender blossoms from Provence and it's not always as nice as domestic lavender, but it's rarely this dull.

That said, the scent is nice and it will work well in a loosely covered dish or sachet where appearance doesn't matter as much. I would probably refresh this lavender with a pure lavender oil after a while. It's okay, but it wouldn't be my first choice in dried lavender blossoms.","I had high hopes for this bag of lavender from Pre de Provence , but I have to admit that I was a little disappointed . Lavender should have a fresh scent and a nice purple color . but should never be dull and you can see a huge difference . The scent is also fresher in the tin than in the bag from Pre de Provence . and it is not always as nice as domestic lavender , but it is rarely this dull . That said , the scent is nice and it will work well in a loosely covered dish where appearance does not matter as much . I would probably refresh this lavender with a pure lavender oil after a while . It is okay ,",4.000000
A1YVFD3TLX6E22,B000URXP6E,-1,1,4,"I've used a chemical shampoo for too long and my hair started breaking off! So with a lot of research I bought this! It has made my hair (which is thin with oily roots and dry ends) way stronger and shinny without being oily! It's really fantastic. I took a star away for 2 reasons, one is because the price is a bit outrages, and two is because if I use it every day my hair starts to get buildup so I have to find a clean shampoo that washes away the build up to use twice a week..","and my hair started breaking off ! and dry ends ) way stronger It is really fantastic . because the price is a bit outrages , so I have to find a clean shampoo",4.000000
APQ1FY4E25XEP,B0012Y0ZG2,-1,1,5,"This pressed powder goes on like silk, so light weight but covers well. I don't like to use a heavy powder that shows all the wrinkles, this one is just right!","This pressed powder goes on like silk , so light weight but covers well . I do not like to use a heavy powder that shows all the wrinkles , this one is just right !",5.000000
AQ6AGWKWMTY8H,B001E96LUO,-1,1,4,"Finally seeing results.  But don't get the wrong idea.  This result-delay is probably not a CLEAN & CLEAR problem.  For some reason our teen boy thought he should use this cleanser  without a washcloth... AND apparently a washcloth is an extremely important part of getting the upper hand on breakouts.

The Backstory
Our boy is 14 and is having to begin shaving several times a week. (Somehow it doesn't seem right that our baby is shaving. sigh.)  This shaving is aggravating his breakouts taking them up a level.  We got this Clean & Clear Cleanser to see what results we could get with an over the counter product.  After a week and a half there wasn't (initially) enough improvement so we made an appointment with a dermatologist.

We've since CANCELLED that appointment because I happened to watch boy wash his face one night. No Wash Cloth.  I smacked my forehead and took the time to show him how to properly wash his face.  Apparently this is a thing guys don't all know.  It's been a week since the demonstration (which included a mention that you don't scrub your face fiercely. That the skin there is delicate, particularly under the eyes....)  and his face is looking really good.  I suspect in another few days even the small spots will be gone.

SUMMING IT  UP
This is working for us.  If you've got  younger teen using it, I highly recommend making sure that they know what they should be doing.  Don't assume they read the directions, even if they read everything else that crosses their path.

No irritation, easy to use, and the salicylic acid is working to make considerable changes in his complexion.","But do not get the wrong idea . This result - delay is probably not a CLEAN & CLEAR problem . AND apparently a washcloth is an extremely important part of getting the upper hand on breakouts . ( Somehow it does not seem right sigh . ) This shaving is aggravating his breakouts taking them up a level . We got this Clean & Clear Cleanser to see what results we could get with an over the counter product . and a half there was not ( initially ) enough improvement so we made an appointment with a dermatologist . We have since CANCELLED No Wash Cloth . and took the time to show him how to properly wash his face . It is been a week since the demonstration ( That the skin there is delicate , particularly under the eyes .... ) and his face is looking really good . I suspect in another few days even the small spots will be gone . If you have got   younger teen using it , I highly recommend making sure No irritation , easy to use ,",4.000000
APQ1FY4E25XEP,B000URXP6E,-1,1,5,"This pressed powder goes on like silk, so light weight but covers well. I don't like to use a heavy powder that shows all the wrinkles, this one is just right!","This pressed powder goes on like silk , so light weight but covers well . I do not like to use a heavy powder that shows all the wrinkles , this one is just right !",5.000000
A2D48QTM7CXR0D,B000FI4S1E,-1,1,5,"I have sensitive skin and I have to be careful what I use on my skin.  Many products make my skin itch and sometimes I'll get a red rash or blotches (sounds lovely, huh?!)  This shower gel is very gentle, does the job and doesn't make my skin itch nor cause a rash.  The only thing I woud suggest is that they leave out the fragrance or have a fragrance free option.  Although the send is not too strong and is a nice scent.","I have sensitive skin and I have to be careful what I use on my skin . Many products make my skin itch and sometimes I will get a red rash or blotches ( sounds lovely , huh ? ! ) This shower gel is very gentle , does the job and does not make my skin itch nor because a rash . because a rash . that they leave out the fragrance or have a fragrance free option . Although the send is not too strong and is a nice scent .",5.000000
A3T2BPXBDMLJPE,B0012Y0ZG2,1,-1,3,Good light scent. Have received complements from people that I smell nice after using it. 3 stars because bottle is kind of small for a shower gel (size compariso photo attached) and it doesnt really help me wake up in the morning like other products.,Good light scent . Have received complements from people that I smell nice after using it . because bottle is kind of small for a shower gel ( size compariso photo attached ) and it does not really help me wake up in the morning like other products .,4.000000
A1LHAXBM5GBJS2,B008YQM4A6,-1,1,4,"Mouthwash is an essential part of oral care along with brushing and flossing.  There really is not anything that sets the new Colgate product.apart from other mouthwashes I have tried.  The taste is your average mild mint flavor and feels like other I have tried.  I will have to wait until my next dentist check up to see just how well it work and does everything it says it does.  One minor complaint is like many mouth washes, when you use the cap as a cup, some of the excess liquid drips down the outside of the bottle making it sticky.  But overall, this is a decent, if not average mouthwash.","Mouthwash is an essential part of oral care along with brushing The taste is your average mild mint flavor and feels like other I have tried . and feels like other I have tried . I will have to wait until my next dentist check up to see just how well it work One minor complaint is like many mouth washes , when you use the cap as a cup , some of the excess liquid drips down the outside of the bottle making it sticky . But overall , this is a decent , if not average mouthwash .",4.000000
A270QYQEV3CQGH,B00112DRHY,1,-1,3,"This product was one of many in a birthday basket. I have not heard anything negative from the person who received the basket therefore, I am assuming it was good.","I have not heard anything negative from the person therefore , I am assuming it was good .",3.000000
AI8FN9LAD3WT0,B0012Y0ZG2,-1,1,5,"This was the best of all the Axe line, and they discontinued it. I wish they would bring it back. :(","This was the best of all the Axe line , and they discontinued it . I wish they would bring it back . :(",5.000000
A3RMWHVP1CX5J1,B0012Y0ZG2,-1,1,5,"Can't get this in the US (not ever made here, as far as I know), and not in Canada apparently anymore either.  Pricey but it's an import....",Pricey,5.000000
A132O42MLTHYSX,B000URXP6E,-1,1,4,"I would give it 5 stars but it is way over priced! My hair is looking better and seems to be healthier but I am using the Reflection Chroma Thermique also so who knows which one is working or if it is the combination..I won't pay that price again, if it were cheaper I would keep using it but I am not going to keep using it at that price..Now that my hair is in better shape I think it will be okay, I had damaged it using bleach..","My hair is looking better I will not pay that price again , if it were cheaper I would keep using it that my hair is in better shape I think it will be okay , I had damaged it using bleach ..",4.000000
A7VOU5ARHQ20F,B0012Y0ZG2,-1,1,5,Love this stuff.  It works better on my Psoriasis better then the medical creams and ointments the doctors prescribed.  Too bad they stopped making it.  Horde it all now because someday it will be gone and you will be forced to use head and shoulders.,Love this stuff . It works better on my Psoriasis better then the medical creams Too bad they stopped making it . Horde it all now and you will be forced to use head,5.000000
A2YKWYC3WQJX5J,B01E7UKR38,-1,1,5,"Rock the runway is a bright red that reminds me of a fire engine red. It goes on like a cream polish, nothing iridescent or glittery. It's that classic red but slightly updated by being a little less muted. This one stands out.
And this is one of the absolute best top coats out there, at any price. The only way to get a better one, in my opinion, is if you use a UV gel, and who wants to spend nearly 20 minutes soaking in pure acetone in order to remove a UV gel?
I find that this polish and topcoat removes quickly with acetone, and less quickly with a non acetone polish remover.
The top coat also makes any little streaks or flaws in the polish disappear.","Rock the runway is a bright red that reminds me of a fire engine red . It goes on like a cream polish , nothing iridescent that classic red And this is one of the absolute best top coats out there , at any price . The only way to get a better one , in my opinion , is if you use a UV gel , and who wants to spend nearly 20 minutes soaking in pure acetone in order to remove a UV gel ? who wants to spend nearly 20 minutes soaking in pure acetone in order to remove a UV gel ? The top coat also makes any little streaks or flaws in the polish disappear .",5.000000
A3E3GD3TABXKU1,B0017TZD7S,1,-1,2,"Maybe I don't get the point with this. Okay, they use sex to sell it; I get that. It's supposed to create a situation in which women - I'm assuming really dumb ones - are made out of control in your presence after using it. Right. And Yaks fly.

But is there anything truly unique about it?

Well, it does have sandpaper sides, one of which would remove the face off a statue and other that buffs your flesh to a tender red. But other than that it's just sort of a sponge. The `directions' say it gets all those special places (if we all have them are they really so special?) but I think a washrag does a better job.

So why am I even thinking about this thing this much? I'm done and I'm outta here - to find my washcloth.","Okay , they use sex to sell it ; I get It is supposed to create a situation in which women - I am assuming really dumb ones - are made out of control in your presence after using it . Right . But is there anything truly unique about it ? Well , it does have sandpaper sides , one of that buffs your flesh to a tender red . The ` directions ' say it gets all those special places ( if we all have them are they really so special ? ) but I think a washrag does a better job .",3.000000
A337VOJXCV97F6,B0012Y0ZG2,-1,1,5,$65 for one bottles of soap!! Do NOT use this sight unless you are very wealthy!,Do NOT use this sight unless you are very wealthy !,5.000000
A2W643VRI6ELN,B000FI4S1E,-1,1,5,I haven't gotten it yet because I ordered it today but I'm hoping it will be good for me to use,but I am hoping it will be good for me to use,5.000000
A337VOJXCV97F6,B000FI4S1E,-1,1,5,$65 for one bottles of soap!! Do NOT use this sight unless you are very wealthy!,Do NOT use this sight unless you are very wealthy !,5.000000
A222BBVJ75BTFE,B004CALFE4,-1,1,4,"Love the product, except for the fact that TWO bottles have now broken after being dropped in the shower. The tops needs to be screwed off which I would change to a more friendly flip top which would not require three hands. The product is too expensive to  be wasted down the drain or watered down because the top keeps getting broken off (two different bottles).","Love the product , except for the fact that TWO bottles have now broken after being dropped in the shower . The tops needs to be screwed off which I would change to a more friendly flip top The product is too expensive to   be wasted down the drain because the top keeps getting broken off ( two different bottles ) .",4.000000
